species_name,formula,dHf_0K,dHf_298K,units,atct_id,molar_mass,molar_mass_uncertainty,cas_number,atct_seq,uncertainty_kJmol,species_type,number_of_atoms,cleaned_formula,number_of_elements,CID,Canonical_SMILES,Isomeric_SMILES,InChI,H-H_S,N-N_T,O-O_D,F-F_S,Cl-Cl_S,Br-Br_S,I-I_S,C-H_S,H-O_S,C-O_D,C-C_S,C-C_D,C-O_S,H-N_S,C-O_T,C-C_T,Cl-H_S,C-C_A,F-H_S,C-N_T,Br-H_S,N-O_D,C-N_S,C-Cl_S,O-O_S,H-I_S,N-O_S,C-F_S,H-Si_S,O-S_D,Br-C_S,Cl-O_S,C-N_D,Br-O_S,C-I_S,H-S_S,F-O_S,C-Si_S,O-S_S,F-Si_S,I-O_S,O-Si_S,Cl-F_S,N-N_D,F-N_S,C-N_A,Si-Si_S,N-O_T,Si-Si_D,S-S_D,C-S_S,O-Si_D,I-O_D,N-N_S,Cl-I_S,Br-Si_S,Cl-Si_S,C-S_D,C-O_A,B-O_S,B-Cl_S,Br-I_S,Cl-N_S,B-H_S,C-Si_T,B-F_S,Si-Si_T,B-C_S,B-N_S,I-Si_S,Cl-S_S,C-S_T,B-N_T,O-O_A,I-I_D,C-I_D,N-O_A,Br-Cl_S,S-S_S,N-N_A,H-Pt_S,O-S_A,S-S_A,N-S_S,Structure_source,SINGLE,num_bonds,TRIPLE,DOUBLE,AROMATIC
n-Butane,CH3CH2CH2CH3 (g),-98.23,-125.55,kJ/mol,106-97-8*0,58.1222,0.0033,106-97-8,0,,molecule,14,CH3CH2CH2CH3,8,7843.0,CCCC,CCCC,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,13,13,0,0,0
Toluene,C6H5CH3 (g),73.36,50.07,kJ/mol,108-88-3*0,92.1384,0.0056,108-88-3,0,,molecule,15,C6H5CH3,4,1140.0,CC1=CC=CC=C1,CC1=CC=CC=C1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,9,15,0,0,6
Silane,SiH4 (g),42.64,33.02,kJ/mol,7803-62-5*0,32.11726,0.00041,7803-62-5,0,,molecule,5,SiH4,2,23953.0,[SiH4],[SiH4],InChI=1S/H4Si/h1H4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Methylene,"CH2 (g, singlet)",428.73,429.14,kJ/mol,2465-56-7*2,14.02658,0.00081,2465-56-7,2,,molecule,3,CH2,2,123164.0,[CH2],[CH2],InChI=1S/CH2/h1H2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Ozone,OOO (g),144.407,141.744,kJ/mol,10028-15-6*0,47.9982,0.0009,10028-15-6,0,,molecule,3,OOO,3,24823.0,[O-][O+]=O,[O-][O+]=O,InChI=1S/O3/c1-3-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,2,0,1,0
"1,3-Butadiene",CH2CHCHCH2 (g),125.63,111.15,kJ/mol,106-99-0*0,54.0904,0.0032,106-99-0,0,,molecule,10,CH2CHCHCH2,8,7845.0,C=CC=C,C=CC=C,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,7,9,0,2,0
Acetic acid,"CH3C(O)OH (g, syn)",-418.43,-432.6,kJ/mol,64-19-7*1,60.052,0.0017,64-19-7,1,,molecule,8,CH3C(O)OH,6,176.0,CC(=O)O,CC(=O)O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,7,0,1,0
Ammonium hydroxide,"NH4OH (aq, 1000 H2O)",,-366.38,kJ/mol,1336-21-6*839,35.04584,0.00047,1336-21-6,839,,molecule,7,NH4OH,6,14923.0,[NH4+].[OH-],[NH4+].[OH-],InChI=1S/H3N.H2O/h1H3;1H2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,5,0,0,0
Ketene,CH2CO (g),-45.34,-48.4,kJ/mol,463-51-4*0,42.0367,0.0016,463-51-4,0,,molecule,5,CH2CO,4,10038.0,C=C=O,C=C=O,InChI=1S/C2H2O/c1-2-3/h1H2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,4,0,2,0
Sulfur dioxide,OSO (g),-294.21,-296.75,kJ/mol,7446-09-5*0,64.0648,0.006,7446-09-5,0,,molecule,3,OSO,3,1119.0,O=S=O,O=S=O,InChI=1S/O2S/c1-3-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,2,0,2,0
Nitrilomethyl,CN (g),436.74,440.03,kJ/mol,2074-87-5*0,26.01744,0.0008,2074-87-5,0,,molecule,2,CN,2,5359238.0,[C]#N,[C]#N,InChI=1S/CN/c1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,1,1,0,0
Bromomethane,CH3Br (g),-20.45,-35.85,kJ/mol,74-83-9*0,94.9385,0.0013,74-83-9,0,,molecule,5,CH3Br,3,6323.0,CBr,CBr,InChI=1S/CH3Br/c1-2/h1H3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Methoxy,CH3O (g),28.98,21.6,kJ/mol,2143-68-2*0,31.03392,0.00088,2143-68-2,0,,molecule,5,CH3O,3,123146.0,C[O],C[O],InChI=1S/CH3O/c1-2/h1H3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Formic acid,"HC(O)OH (g, syn)",-370.98,-378.3,kJ/mol,64-18-6*1,46.0254,0.001,64-18-6,1,,molecule,5,HC(O)OH,5,284.0,C(=O)O,C(=O)O,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,4,0,1,0
Ethylamine,CH3CH2NH2 (g),-28.01,-49.78,kJ/mol,75-04-7*0,45.0837,0.0017,75-04-7,0,,molecule,10,CH3CH2NH2,6,6341.0,CCN,CCN,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3",0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,9,9,0,0,0
Phenyl,C6H5 (g),352.63,339.27,kJ/mol,2396-01-2*0,77.1039,0.0048,2396-01-2,0,,molecule,11,C6H5,2,123159.0,C1=CC=[C]C=C1,C1=CC=[C]C=C1,InChI=1S/C6H5/c1-2-4-6-5-3-1/h1-5H,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,11,0,0,6
Hydrogen chloride,"HCl (aq, 100 H2O)",,-165.755,kJ/mol,7647-01-0*828,36.46064,0.0009,7647-01-0,828,,molecule,2,HCl,4,313.0,Cl,Cl,InChI=1S/ClH/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Acetonitrile,CH3CN (g),81.15,74.08,kJ/mol,75-05-8*0,41.052,0.0016,75-05-8,0,,molecule,6,CH3CN,4,6342.0,CC#N,CC#N,InChI=1S/C2H3N/c1-2-3/h1H3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,5,1,0,0
Hydroxymethyl,CH2OH (g),-10.11,-16.41,kJ/mol,2597-43-5*0,31.03392,0.00088,2597-43-5,0,,molecule,5,CH2OH,4,137654.0,[CH2]O,[CH2]O,"InChI=1S/CH3O/c1-2/h2H,1H2",0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Hydrogen iodide,"HI (aq, 5000 H2O)",,-56.64,kJ/mol,10034-85-2*844,127.91241,7.6e-05,10034-85-2,844,,molecule,2,HI,4,24841.0,I,I,InChI=1S/HI/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Hydrogen fluoride,HF (l),,-303.204,kJ/mol,7664-39-3*590,20.006343,7e-05,7664-39-3,590,,molecule,2,HF,2,14917.0,F,F,InChI=1S/FH/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Methoxide,[CH3O]- (g),-122.41,-130.14,kJ/mol,3315-60-4*0,31.03447,0.00088,3315-60-4,0,,molecule,5,[CH3O],3,3826051.0,C[O-],C[O-],InChI=1S/CH3O/c1-2/h1H3/q-1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Propargyl,CH2CCH (g),354.09,351.5,kJ/mol,2932-78-7*0,39.0559,0.0024,2932-78-7,0,,molecule,6,CH2CCH,5,137767.0,C=C=[CH],C=C=[CH],"InChI=1S/C3H3/c1-3-2/h1H,2H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,5,0,2,0
iso-Butane,CH(CH3)3 (g),-105.88,-134.48,kJ/mol,75-28-5*0,58.1222,0.0033,75-28-5,0,,molecule,14,CH(CH3)3,4,6360.0,CC(C)C,CC(C)C,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,13,13,0,0,0
Acetic acid,"CH3C(O)OH (aq, 100 H2O)",,-484.65,kJ/mol,64-19-7*828,60.052,0.0017,64-19-7,828,,molecule,8,CH3C(O)OH,8,176.0,CC(=O)O,CC(=O)O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,7,0,1,0
Hypochlorous acid,HOCl (g),-73.842,-76.781,kJ/mol,7790-92-3*0,52.46004,0.00095,7790-92-3,0,,molecule,3,HOCl,3,24341.0,OCl,OCl,InChI=1S/ClHO/c1-2/h2H,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Hydrogen bromide,"HBr (aq, 3000 H2O)",,-120.25,kJ/mol,10035-10-6*842,80.9119,0.001,10035-10-6,842,,molecule,2,HBr,4,260.0,Br,Br,InChI=1S/BrH/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Ethynyl,CCH (g),563.75,567.86,kJ/mol,2122-48-7*0,25.0293,0.0016,2122-48-7,0,,molecule,3,CCH,3,123271.0,C#[C],C#[C],InChI=1S/C2H/c1-2/h1H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,2,1,0,0
Formic acid,"HC(O)OH (aq, 100 H2O)",,-425.27,kJ/mol,64-18-6*828,46.0254,0.001,64-18-6,828,,molecule,5,HC(O)OH,7,284.0,C(=O)O,C(=O)O,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,4,0,1,0
Amidogen,NH2 (g),188.93,186.04,kJ/mol,13770-40-6*0,16.02262,0.00016,13770-40-6,0,,molecule,3,NH2,2,123329.0,[NH2],[NH2],InChI=1S/H2N/h1H2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Tetrafluoromethane,CF4 (g),-927.63,-933.6,kJ/mol,75-73-0*0,88.00431,0.0008,75-73-0,0,,molecule,5,CF4,2,6393.0,C(F)(F)(F)F,C(F)(F)(F)F,"InChI=1S/CF4/c2-1(3,4)5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Formyl,HCO (g),41.387,41.762,kJ/mol,2597-44-6*0,29.01804,0.00086,2597-44-6,0,,molecule,3,HCO,3,123370.0,[CH]=O,[CH]=O,InChI=1S/CHO/c1-2/h1H,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,2,0,1,0
Formamide,CH(O)NH2 (g),-178.64,-189.0,kJ/mol,75-12-7*0,45.04066,0.00088,75-12-7,0,,molecule,6,CH(O)NH2,5,713.0,C(=O)N,C(=O)N,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)",0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,5,0,1,0
n-Propyl,CH3CH2CH2 (g),118.46,101.05,kJ/mol,2143-61-5*0,43.0877,0.0024,2143-61-5,0,,molecule,10,CH3CH2CH2,6,123145.0,CC[CH2],CC[CH2],"InChI=1S/C3H7/c1-3-2/h1,3H2,2H3",0,0,0,0,0,0,0,26,0,2,12,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,9,9,0,0,0
Cyclopropane,CH2(CH2CH2) (g),71.06,53.93,kJ/mol,75-19-4*0,42.0797,0.0024,75-19-4,0,,molecule,9,CH2(CH2CH2),6,6351.0,C1CC1,C1CC1,InChI=1S/C3H6/c1-2-3-1/h1-3H2,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,9,9,0,0,0
Cyclopentadiene,CH2(CHCHCHCH) (g),151.89,134.76,kJ/mol,542-92-7*0,66.1011,0.004,542-92-7,0,,molecule,11,CH2(CHCHCHCH),10,7612.0,C1C=CC=C1,C1C=CC=C1,"InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2",0,0,0,0,0,0,0,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,9,11,0,2,0
Dibromine,Br2 (g),45.7,30.9,kJ/mol,7726-95-6*0,159.808,0.002,7726-95-6,0,,molecule,2,Br2,1,24408.0,BrBr,BrBr,InChI=1S/Br2/c1-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Diiodine,I2 (g),65.497,62.417,kJ/mol,7553-56-2*0,253.80894,6e-05,7553-56-2,0,,molecule,2,I2,1,807.0,II,II,InChI=1S/I2/c1-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
iso-Propyl,CH3CHCH3 (g),105.67,88.8,kJ/mol,2025-55-0*0,43.0877,0.0024,2025-55-0,0,,molecule,10,CH3CHCH3,6,137284.0,C[CH]C,C[CH]C,"InChI=1S/C3H7/c1-3-2/h3H,1-2H3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,9,9,0,0,0
Ethenol,"CH2CHOH (g, syn)",-113.28,-124.41,kJ/mol,557-75-5*1,44.0526,0.0017,557-75-5,1,,molecule,7,CH2CHOH,6,11199.0,C=CO,C=CO,"InChI=1S/C2H4O/c1-2-3/h2-3H,1H2",0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,6,0,1,0
Allyl,CH2CHCH2 (g),179.91,168.19,kJ/mol,1981-80-2*0,41.0718,0.0024,1981-80-2,0,,molecule,8,CH2CHCH2,6,123136.0,C=C[CH2],C=C[CH2],"InChI=1S/C3H5/c1-3-2/h3H,1-2H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,7,0,1,0
Acetyl,CH3CO (g),-3.61,-10.18,kJ/mol,3170-69-2*0,43.0446,0.0016,3170-69-2,0,,molecule,6,CH3CO,4,137849.0,C[C]=O,C[C]=O,InChI=1S/C2H3O/c1-2-3/h1H3,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,5,0,1,0
Chloroethane,CH3CH2Cl (g),-96.95,-111.54,kJ/mol,75-00-3*0,64.5138,0.0019,75-00-3,0,,molecule,8,CH3CH2Cl,5,6337.0,CCCl,CCCl,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3",0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,7,7,0,0,0
